言語,Excel行,番号,単語,翻訳
タイ語,235,15,墜落制止用器具（安全帯）,อุปกรณ์ป้องกันกำรตกจำกที่ สูง(สำยรัดตัวกันตก)
タイ語,240,16,業務,"งาน, ภาระหน้าที่"
タイ語,241,17,時間厳守,การตรงต่อเวลา
タイ語,242,18,予定,ก าหนดการ
タイ語,243,19,日付,วันที่
タイ語,244,20,準備（する）,(การ)เตรียม
タイ語,245,21,会議,การประชุม
タイ語,246,22,朝礼,การประชุมเช้าก่อนเริ่มงาน
タイ語,247,23,報告書,หนังสือรายงาน
タイ語,248,24,マニュアル,คู่มือ
タイ語,249,25,作業手順書,คู่มือขั้นตอนการปฏิบัติงาน
タイ語,250,26,調子,สภาพการท างานของ ร่างกายหรือเครื่องจักร
タイ語,252,1,立入禁止,ห้ามเข้า
タイ語,253,2,禁煙,ห้ามสูบบุหรี่
タイ語,254,3,火気厳禁,ห้ามจุดไฟ
タイ語,255,4,駐車禁止,ห้ามจอดรถ
タイ語,256,5,足もと注意,ระวังสะดุด
タイ語,257,6,開口部注意,ระวังช่องเปิด
タイ語,258,7,感電注意,ระวังอันตรายจากไฟฟ้า ช็อต
タイ語,259,8,堕落注意,ระวังตกจากที่สูง
タイ語,260,9,頭上注意,ระวังศีรษะ
タイ語,261,10,警報設備,อุปกรณ์สัญญาณเตือนภัย ปุ่มขอความช่วยเหลือ
タイ語,263,11,消火器,ถังดับเพลิง
タイ語,264,12,AED設置場所,จุดติดตั้งเคริ่องกระตุก หัวใจอัตโนมัติ
タイ語,265,13,保護帽着用,สวมหมวกนิรภัย
タイ語,266,14,安全帯使用,สวมสายรัดตัวนิรภัยกันตก
タイ語,267,15,昇降階段,บันไดขึ้นลง
タイ語,268,16,休憩所,ห้องนั่งพัก
タイ語,269,17,最大積載荷重,รับน้ าหนักได้สูงสุด
タイ語,270,18,喫煙所,ที่พักสูบบุหรี่
タイ語,271,19,整理整頓,"สะสาง สะดวก, ซ้อนให้ถูกต้องสะดวกใช้ ปลอดภัย"
タイ語,272,20,安全通路,ทางเดินปลอดภัย
タイ語,274,1,,
タイ語,275,2,,
タイ語,276,3,,
タイ語,277,4,,
タイ語,278,5,,
タイ語,279,6,,
タイ語,280,7,,
タイ語,281,8,,
タイ語,282,9,,
タイ語,284,10,,
タイ語,285,11,,
タイ語,286,12,,
タイ語,287,13,,
タイ語,288,14,,
タイ語,289,15,,
タイ語,290,16,,
タイ語,291,17,,
タイ語,292,18,,
タイ語,293,19,,
タイ語,294,20,,
タイ語,297,21,,
タイ語,298,22,,
タイ語,299,23,,
タイ語,300,24,,
タイ語,301,25,,
タイ語,303,1,親綱,เชือกป้องกันการตก (เชือกส าหรับเกี่ยวตะขอ สายรัดตัวกันตก)
タイ語,304,2,建枠（ビティ）,ขาตั้งนั่งร้าน
タイ語,305,3,メッシュシート,ตาข่ายกันฝุ่น
タイ語,306,4,防音パネル,แผงกันเสียง
タイ語,307,5,朝顔材,ตาข่ายนิรภัย
タイ語,308,6,架空線,สายไฟบนเสาไฟฟ้า
タイ語,309,7,幅木（仮設足場）,ขอบกันตกนั่งร้าน (นั่งร้าน ชั่วคราว)
タイ語,310,8,単管,ท่อเหล็ก
タイ語,311,9,脚立,"บันไดพาด, บันไดพับ"
タイ語,312,10,作業半径,รัศมีการท างาน
タイ語,314,11,仮ボルト,น็อตไว้ชั่วคราว
タイ語,315,12,手直し,แก้ไข
タイ語,316,13,面一,ท าให้วัสดุสองชนิดเรียบ เสมอกัน
タイ語,317,14,点検事項,รายการตรวจเช็ค
タイ語,318,15,積載荷重,น้ าหนักบรรทุก
タイ語,319,16,すき間,ช่องว่าง
タイ語,320,17,通りを見る,"ตรวจยืนยัน, ตรวจยืนยันว่า เปนแนวตรง"
タイ語,321,18,組立,ประกอบ
タイ語,322,19,地組,ประกอบที่พื้น
タイ語,323,20,天端,ระดับบนสุด
タイ語,325,21,玉掛け,การเกี่ยวเชือกเข้ากับและ ถอดเชือกออกจากตะขอ ปั้นจั่น
タイ語,326,22,合図,การให้สัญญาน
タイ語,327,23,定格荷重,พิกัดน้ าหนัก
タイ語,328,24,たち,แนวตั้งของเสา
タイ語,329,25,職長,หัวหน้างาน
タイ語,331,1,安全カバー,ฝาครอบป้องกัน
タイ語,332,2,安全帯,"สายรัดตัวนิรภัย, ชุดเซฟตี้ กันตก"
タイ語,333,3,インサート,"พุกฝังคอนกรีต, ปลั๊กฝัง คอนกรีต"
タイ語,334,4,スペーサ,ลูกปูน
タイ語,335,5,鉄筋,"เหล็กเสริม, เหล็กเสริมแรง"
タイ語,336,6,電工ドラム（ドラム）,ล้อเก็บสายไฟ (โรล สายไฟ)
タイ語,337,7,電動丸のこ（電のこ）,"เลื่อยวงเดือนไฟฟ้า
(เลื่อยไฟฟ้า)"
タイ語,338,8,パッキン,วัสดุกันซึมรอยต่อ
タイ語,339,9,小バール,ชะแลงขนาดเล็ก
タイ語,340,10,大バール,ชะแลงขนาดใหญ่
タイ語,342,11,化粧合板,ไม้อัดเคลือบ
タイ語,343,12,普通合板,ไม้อัดธรรมดา
タイ語,344,13,スタイロフォーム,โฟม
タイ語,345,14,面木,"สามเหลี่ยมลบมุม, บัวไม้ สามเหลี่ยม"
タイ語,346,15,バイブレーター,เครื่องสั่นคอนกรีต
タイ語,347,16,剥離剤,น้ ายาถอดแบบ
タイ語,348,17,けこみ板,ไม้บันไดลูกตั้ง
タイ語,349,18,目地棒,วัสดุกั้นให้เกิดแนวร่อง รอยต่อ
タイ語,350,19,コンクリート,คอนกรีต
タイ語,351,20,コンベックス,ตลับเมตร
タイ語,353,21,作業用手袋,ถุงมือส าหรับใช้ปฏิบัติงาน
タイ語,354,22,差金,ฉากเหล็ก
タイ語,355,23,水平器,"ระดับน้ า, เครื่องวัดระดับ"
タイ語,356,24,墨さし,ปากกาส าหรับใช้ตีเส้น
タイ語,357,25,墨つぼ,บักเต้าตีเส้น
タイ語,359,1,"丸セパレーター
（丸セパ）",อุปกรณ์ยึดแบบระบบ ฟอร์มไท (ฟอร์มไท)
タイ語,360,2,天端釘,หมุดช่วยในการปรับระดับ สันคอนกรีตฐานราก
タイ語,361,3,ケレン,ท าความสะอาด
タイ語,362,4,型枠支保工,ค้ ายัน
タイ語,363,5,"基礎型枠
（メタルフォーム）","แบบหล่อคอนกรีตฐานราก
(แบบเหล็ก)"
タイ語,364,6,釘仕舞い,ถอนตะปูออกและจัดเก็บ หลังจบงาน
タイ語,365,7,スラブ天端,ระดับบนสุดของพื้น
タイ語,366,8,高さ（タッパ）,ความสูง (ส่วนสูง)
タイ語,367,9,建込み,ประกอบวัสดุก่อสร้างใน แนวตั้งที่ต าแหน่งตามที่ ก าหนดในแบบ
タイ語,368,10,通り,เป็นแนวเส้นตรง
タイ語,370,11,蹴上げ,ความสูงของขั้นบันได
タイ語,371,12,蹴込み,ส่วนที่ขั้นบันไดเหลื่อมกัน
タイ語,372,13,工具の手入れ,ดูแลรักษาเครื่องมือ
タイ語,373,14,下げ振り,สายดิ่ง
タイ語,374,15,地墨,"ท าเครื่องหมายเพื่อ
ก าหนดต าแหน่งก่อสร้าง บนพื้นฐานราก"
タイ語,375,16,捨てコンクリート,"การเทลีน, การเทคอนกรีต เพื่อปรับผิวหน้าดิน"
タイ語,376,17,はね出し,ส่วนที่ยื่นออกมา
タイ語,377,18,はらみ,เบ่งบวม
タイ語,378,19,前面,ด้านหน้า
タイ語,379,20,養生,บ่ม
タイ語,381,21,レベル,"ระดับ, เครื่องวัดระนาบ"
タイ語,382,22,割付,การแบ่งพื้นที่บนแบบ แปลนเพื่อก าหนดจุด ติดตั้งอย่างถูกต้อง
タイ語,383,23,埋め込み金物,อุปกรณ์โลหะแบบฝังอยู่ ในคอนกรีต เพื่อเป็น รากฐานของตัวยึดส าหรับ ติดตั้งอุปกรณ์ต่างๆ
タイ語,384,24,解体する（バラス）,รื้อถอน (ถอดเป็นชิ้นๆ)
タイ語,385,25,かぶり寸法,"ระยะคอนกรีตหุ้มผิวเหล็ก, ระยะหุ้มของคอนกรีต"
タイ語,387,1,異形棒鋼,เหล็กข้ออ้อย
タイ語,388,2,結束線,ลวดผูกเหล็ก
タイ語,389,3,結束工具,เครื่องมือที่ใช้การผูกเหล็ก
タイ語,390,4,鉄筋切断機,เครื่องตัดเหล็กเสริม
タイ語,391,5,鉄筋曲げ加工機,เครื่องดัดเหล็กเสริม
タイ語,392,6,フック,"ดัดโค้ง, ดัดงอเป็นขอ"
タイ語,393,7,保護帽（ヘルメット）,หมวกนิรภัย (หมวกเซฟตี้)
タイ語,394,8,アンカー,สมอ
タイ語,395,9,加工場,โรงแปรรูป
タイ語,396,10,スペーサ―,ลูกปูน
タイ語,398,11,ドーナツ,ลูกปูนกลม
タイ語,399,12,加工配筋図,แบบการวางและดัดเหล็ก เสริม
タイ語,400,13,配筋詳細図,แบบละเอียดของการวาง เหล็กเสริม
タイ語,401,14,開口補強筋,การเสริมเหล็กช่องเปิด
タイ語,402,15,幅止め筋,เหล็กเสริมที่ใส่เพิ่มเมื่อมี การผูกเหล็กเสริมสองชั้น เพื่อยึดให้ระยะห่างระหว่าง เหล็กคงที่
タイ語,403,16,差筋,เหล็กเดือย
タイ語,404,17,柱主筋,"เหล็กเสริมหลักในเสา, เหล็กยืน"
タイ語,405,18,柱配筋,การวางเหล็กเสริมในเสา
タイ語,406,19,スラブ筋,เหล็กเสริมในพื้น
タイ語,407,20,ベース筋,เหล็กเสริมในฐานราก
タイ語,409,21,帯筋（フープ）,เหล็กปลอกเสา (เหล็ก ปลอกรัดรอบ)
タイ語,410,22,下端筋,เหล็กเสริมล่าง
タイ語,411,23,上端筋,เหล็กเสริมบน
タイ語,412,24,主筋,เหล็กเสริมหลัก
タイ語,413,25,あばら筋,เหล็กปลอกคาน
タイ語,415,1,はかま筋,เหล็กเสริมครอบเหล็ก เสริมในฐานราก
タイ語,416,2,縦筋,เหล็กเสริมแนวตั้ง
タイ語,417,3,下筋,เหล็กเสริมล่าง
タイ語,418,4,横筋,เหล็กเสริมแนวนอน
タイ語,419,5,腹筋,เหล็กเสริมที่เรียงขนานกับ เหล็กเสริมหลัก
タイ語,420,6,配力筋,เหล็กเสริมที่ตั้งฉากกับ เหล็กเสริมหลักที่รับแรง
タイ語,421,7,上筋,เหล็กเสริมบน
タイ語,422,8,スパイラル筋,เหล็กปลอกเกลียว
タイ語,423,9,鉄筋径,เส้นผ่านศูนย์กลางของ เหล็กเสริม
タイ語,424,10,かぶり厚さ,"ความหนาของระยะ คอนกรีตหุ้มผิวเหล็ก, ความหนาของระยะหุ้ม ของคอนกรีต"
タイ語,426,11,角度,มุม
タイ語,427,12,シングル,เหล็กเสริมชั้นเดียว
タイ語,428,13,ダブル,เหล็กเสริมสองชั้น
タイ語,429,14,千鳥結束,เหล็กเสริมสองชั้นผูกสลับ
タイ語,430,15,切断寸法,ขนาดความยาวของการตัด
タイ語,431,16,加工寸法,ขนาดการแปรรูป
タイ語,432,17,重ね継手,การต่อทาบเหล็ก
タイ語,433,18,圧接継手,การต่อเหล็กด้วยการเชื่อม แก๊สและแรงดัน
タイ語,434,19,開口部,ช่องเปิด
タイ語,435,20,溶接金網,ตะแกรงเหล็กเชื่อม
タイ語,437,21,搬出,ล าเลียงออก
タイ語,438,22,搬入,ล าเลียงเข้า
タイ語,439,23,基礎,ฐานราก
タイ語,440,24,機械式継手,ข้อต่อเหล็กเชิงกล
タイ語,441,25,配筋検査,การตรวจสอบการจัดวาง เหล็กเสริม
タイ語,443,1,トラクタ,รถแทรกเตอร์
タイ語,444,2,ブルドーザ,รถดันดิน
タイ語,445,3,トラクタショベル,รถตัก
タイ語,446,4,ホイルローダ,รถตักล้อยำง
タイ語,447,5,ダンプトラック,รถบรรทุกเทท้ำย
タイ語,448,6,油圧ショベル,รถขุดระบบไฮดรอลิก
タイ語,449,7,バックホウ,รถแบคโฮ
タイ語,450,8,ローディングショベル,รถขุดขนำดใหญ่
タイ語,451,9,ローラ,รถบดดิน
タイ語,452,10,バケット,บุ้งกี๋
タイ語,454,11,ブーム,บูม
タイ語,455,12,アーム,อำร์ม
タイ語,456,13,ブレード（排土板）,ใบมีด(ใบดันดิน)
タイ語,457,14,タイヤ,ยำงรถ
タイ語,458,15,クローラ,ตีนตะขำบ
タイ語,459,16,キー（鍵）,คีย์ (กุญแจ)
タイ語,460,17,"作業装置
（アタッチメント）",ส่วนที่ท ำงำน(อุปกรณ์)
タイ語,461,18,エンジン,เครื่องยนต์
タイ語,462,19,ディーゼルエンジン,เครื่องยนต์ดีเซล
タイ語,463,20,エンジンオイル,น้ ำมันเครื่อง
タイ語,465,21,"オルタネータ
（充電発電機）","อัลเทอร์เนเตอร์, ไดชำร์จ (เครื่องปั่นไฟและสำมำรถ ชำร์จไฟเข้ำแบตเตอรี่)"
タイ語,466,22,バッテリ,แบตเตอรี่
タイ語,467,23,燃料,เชื้อเพลิง
タイ語,468,24,軽油,น้ ำมันดีเซล
タイ語,469,25,ブレーキ,เบรค
タイ語,471,1,油圧シリンダ,กระบอกสูบไฮดรอลิก
タイ語,472,2,油圧モータ,มอเตอร์ไฮดรอลิก
タイ語,473,3,油圧ポンプ,ปั๊มไฮดรอลิก
タイ語,474,4,水漏れ,น้ ำรั่ว
タイ語,475,5,油漏れ,น้ ำมันรั่ว
タイ語,476,6,冷却水,น้ ำหล่อเย็น
タイ語,477,7,ブレーキ液,น้ ำมันเบรค
タイ語,478,8,燃料タンク,ถังน้ ำมัน
タイ語,479,9,ファンベルト,สำยพำนพัดลมหม้อน้ ำ
タイ語,480,10,空気圧,แรงดันลมยำง
タイ語,481,11,クラッチ,คลัตช์
タイ語,482,12,急発進,เหยียบคันเร่งออกตัวทันที
タイ語,483,13,急ブレーキ,กดเบรคให้ควำมเร็วลดลง ทันที
タイ語,485,14,アイドリング,สภำวะของเครื่องยนต์ที่ หมุนด้วยอัตรำรอบต่ ำสุด เปล่ำๆ
タイ語,486,15,走行,รถแล่น
タイ語,487,16,旋回,หมุน
タイ語,488,17,安全ロック,เซฟตี้ล็อค
タイ語,489,18,安全支柱,เสำค้ ำเพื่อควำมปลอดภัย
タイ語,490,19,補給（する）,(กำร)เติม
タイ語,491,20,駐車（する）,(กำร)จอดรถ
タイ語,492,21,歩行者,คนเดินเท้ำ
タイ語,493,22,車両,ยำนพำหนะมีล้อที่วิ่งบนบก
タイ語,494,23,死角,จุดบอด
タイ語,495,24,斜面,"ทำงลำด, พื้นที่ลำดเอียง"
タイ語,496,25,転圧（する）,(กำร)บดอัด
タイ語,498,1,接触（する）,การชน (ชน)
タイ語,499,2,作動（する）,การท างาน (ท างาน)
タイ語,500,3,整備（する）,การซ่อมบ ารุง (ซ่อมบ ารุง)
タイ語,501,4,点検（する）,การตรวจเช็ค (ตรวจเช็ค)
タイ語,502,5,動かす,เดินเครื่อง
タイ語,503,6,運転（する）,การขับ (ขับ)
タイ語,504,7,測る,วัด
タイ語,505,8,操作（する）,"การควบคุมการท างาน
(ควบคุมการท างาน)"
タイ語,506,9,停止（する）,"การหยุด (หยุด) , การจอด
(จอด)"
タイ語,507,10,切る,ตัด
タイ語,508,11,回す,หมุน
タイ語,509,12,押す,"ผลัก, ดัน"
タイ語,510,13,集める,รวบรวม
タイ語,511,14,触る,"แตะต้อง, สัมผัส"
タイ語,512,15,縛る,"มัด, รัด"
タイ語,513,16,揃える,"ท ำให้เท่ำกัน, จัดให้เสมอ"
タイ語,514,17,結ぶ,"ผูก, มัด"
タイ語,515,18,しゃがむ,นั่งยองๆ
タイ語,516,19,調整（する）,การปรับ (ปรับ)
タイ語,517,20,閉じる,ปิด
タイ語,519,1,取り出す,เอาออก
タイ語,520,2,戻す,กลับคืน
タイ語,521,3,仕上げる,ท าให้เสร็จ
タイ語,522,4,折れる,หัก
タイ語,523,5,欠ける,บิ่น
タイ語,524,6,近づく,เข้าใกล้
タイ語,525,7,電源を入れる,เปิดเครื่อง
タイ語,526,8,電源を落とす,ตัดไฟ
タイ語,527,9,スイッチを切る,ปิดสวิตช์
タイ語,528,10,固定（する）,การยึดให้คงที่ (ยึดให้คงที่)
タイ語,529,11,ゆるめる,คลาย
タイ語,530,12,伸ばす,ยืด
タイ語,531,13,外す,ถอดออก
タイ語,532,14,曲げる,งอ
タイ語,533,15,出す,"ยื่น, ส่ง"
タイ語,534,16,乾かす,ท าให้แห้ง
タイ語,535,17,数える,นับ
タイ語,536,18,運ぶ,ขน
タイ語,537,19,積む,วางซ้อน
タイ語,538,20,下ろす,เอาลง
タイ語,539,21,離れる,ออกห่าง
タイ語,541,1,位置,
タイ語,542,2,寸法,
タイ語,543,3,測定（する）,
タイ語,544,4,計測（する）,
タイ語,545,5,計測器,
タイ語,546,6,温度,
タイ語,547,7,高さ,
タイ語,548,8,長さ,
タイ語,549,9,重さ,
タイ語,550,10,厚さ,
タイ語,551,11,硬さ,
タイ語,552,12,深さ,
タイ語,553,13,表面,
タイ語,554,14,すきま,
タイ語,555,15,中心,
タイ語,557,16,値,
タイ語,558,17,安定（する）,
タイ語,559,18,大きさ,
タイ語,560,19,数,
タイ語,561,20,誤差,
タイ語,562,21,中,
タイ語,563,22,反対,
タイ語,564,23,周り,
タイ語,565,24,尺,
タイ語,566,25,青,
タイ語,567,26,赤,
タイ語,568,27,白,
タイ語,569,28,黄色,
タイ語,572,1,片づける,
タイ語,573,2,捨てる,
タイ語,574,3,掃く,
タイ語,575,4,持ち上げる,
タイ語,576,5,束ねる,
タイ語,577,6,足をくじく,
タイ語,580,1,一輪車,
タイ語,581,2,支柱,
タイ語,582,3,ショベル,
タイ語,583,4,かけや,
ベトナム語,3,1,技能実習,Thực tập kỹ năng
ベトナム語,4,2,技能実習生,Thực tập sinh kỹ năng
ベトナム語,5,3,工場,Nhà máy
ベトナム語,6,4,製造,Chế tạo
ベトナム語,7,5,機械,Máy móc
ベトナム語,8,6,安全,An toàn
ベトナム語,9,7,危険（な）,Nguy hiểm (tính từ)
ベトナム語,10,8,危ない,Nguy hiểm
ベトナム語,11,9,清掃,Làm vệ sinh
ベトナム語,12,10,非常口,Cửa thoát hiểm
ベトナム語,13,11,注意,Chú ý
ベトナム語,14,12,火事,Hỏa hoạn
ベトナム語,15,13,事故,Sự cố
ベトナム語,16,14,服装,Trang phục
ベトナム語,17,15,安全装置,Thiết bị an toàn
ベトナム語,21,1,安全カバー,Nắp đậy an toàn
ベトナム語,22,2,けが,Vết thương
ベトナム語,23,3,けがをする,Bị thương
ベトナム語,24,4,電源,Nguồn điện
ベトナム語,25,5,電源を切る,Tắt nguồn điện
ベトナム語,26,6,非常停止ボタン,Nút dừng khẩn cấp
ベトナム語,27,7,非常停止ボタンを押す,Nhấn nút dừng khẩn cấp
ベトナム語,28,8,ルール,Quy tắc
ベトナム語,29,9,ルールを守る,Tuân thủ quy tắc
ベトナム語,30,10,止める,Cho dừng
ベトナム語,31,11,機械を止める,Cho dừng máy
ベトナム語,32,12,やって,Hãy làm
ベトナム語,33,13,止めて,Hãy dừng lại
ベトナム語,34,14,取って,Hãy lấy
ベトナム語,35,15,だめ（な）,"(tính từ) Không được, kh ông tốt"
ベトナム語,39,1,監理団体,Đoàn thể giám sát (nghiệp đoàn)
ベトナム語,40,2,技術移転,Chuyển giao kỹ thuật
ベトナム語,41,3,技能実習期間,Thời gian thực tập kỹ năng
ベトナム語,42,4,職種,Ngành nghề
ベトナム語,43,5,在留資格,Tư cách lưu trú
ベトナム語,44,6,パスポート,Hộ chiếu
ベトナム語,45,7,在留カード,Thẻ lưu trú
ベトナム語,46,8,入管,Cục quản lý nhập cảnh
ベトナム語,47,9,在留期間,Thời hạn lưu trú
ベトナム語,48,10,雇用契約,Hợp đồng tuyển dụng
ベトナム語,49,11,給与明細,Bảng chi tiết lương
ベトナム語,50,12,給料,Lương
ベトナム語,51,13,残業手当,Trợ cấp làm tăng ca
ベトナム語,52,14,労働時間,Thời gian làm việc
ベトナム語,54,1,控除（する）,(động từ) Khấu trừ
ベトナム語,55,2,ボーナス,Tiền thưởng
ベトナム語,56,3,有休,Nghỉ phép có lương
ベトナム語,57,4,代休,Nghỉ bù
ベトナム語,58,5,労働基準法,Luật lao động cơ bản
ベトナム語,59,6,労働条件,Điều kiện lao động
ベトナム語,60,7,税金,Tiền thuế
ベトナム語,61,8,所得税,Thuế thu nhập
ベトナム語,62,9,住民税,Thuế cư dân
ベトナム語,63,10,厚生年金,Lương hưu
ベトナム語,64,11,雇用保険,Bảo hiểm thất nghiệp
ベトナム語,66,12,健康保険,Bảo hiểm y tế
ベトナム語,67,13,社会保険,Bảo hiểm xã hội
ベトナム語,68,14,労災,Tai nạn lao động
ベトナム語,69,15,労災保険,Bảo hiểm tai nạn lao đ ộng
ベトナム語,71,1,遅刻（する）,(động từ) Đi muộn
ベトナム語,72,2,早退（する）,(động từ) Về sớm
ベトナム語,73,3,休憩（する）,(động từ) Nghỉ giải lao
ベトナム語,74,4,残業（する）,(động từ) Làm thêm giờ
ベトナム語,75,5,定時,Giờ quy định
ベトナム語,76,6,規則,Quy tắc
ベトナム語,77,7,休日,Ngày nghỉ
ベトナム語,78,8,始業時間,Giờ bắt đầu làm việc
ベトナム語,79,9,終業時間,Giờ kết thúc làm việc
ベトナム語,80,10,指導員,Người hướng dẫn
ベトナム語,81,11,生活指導員,Người hướng dẫn đời sống
ベトナム語,82,12,担当者,Người phụ trách
ベトナム語,83,13,スイッチ入れるな,Không được bật công tắc
ベトナム語,84,14,スイッチ切るな,Không được tắt công tắc
ベトナム語,85,15,使用禁止,Cấm sử dụng
ベトナム語,87,1,5S,5S
ベトナム語,88,2,整理,Seiri (sàng lọc)
ベトナム語,89,3,整頓,Seiton (sắp xếp)
ベトナム語,90,4,清掃,Seisou (sạch sẽ)
ベトナム語,91,5,清潔,Seiketsu (săn sóc)
ベトナム語,92,6,しつけ,Shitsuke (sẵn sàng)
ベトナム語,94,7,掃除（する）,(động từ) Làm vệ sinh
ベトナム語,95,8,片づける,Dọn dẹp
ベトナム語,96,9,捨てる,Vứt bỏ
ベトナム語,97,10,汚い,Bẩn
ベトナム語,98,11,汚れる,Bị bẩn
ベトナム語,99,12,分別（する）,(động từ) Phân loại
ベトナム語,100,13,燃えないごみ,Rác không cháy được
ベトナム語,101,14,燃えるごみ,Rác cháy được
ベトナム語,102,15,挟まれる,Bị kẹp vào
ベトナム語,103,16,巻き込まれる,Bị cuốn vào
ベトナム語,104,17,やけど（する）,(động từ) Bị bỏng
ベトナム語,105,18,落ちる,Bị rơi
ベトナム語,106,19,すべる,Trơn
ベトナム語,108,20,転ぶ,Bị ngã
ベトナム語,109,21,濡れる,Bị ướt
ベトナム語,110,22,衛生,Vệ sinh
ベトナム語,111,23,避難（する）,"(động từ) Sơ tán, lánh nạn"
ベトナム語,112,24,救急車,Xe cứu thương
ベトナム語,113,25,災害,Thảm họa
ベトナム語,114,26,地震,Động đất
ベトナム語,115,27,もぐる,Chui xuống
ベトナム語,117,1,火気厳禁,Cấm lửa
ベトナム語,118,2,開放厳禁,Cấm mở
ベトナム語,119,3,標識,Bảng hiệu
ベトナム語,120,4,気をつける,"Chú ý, cẩn thận"
ベトナム語,121,5,持ち込む,Mang vào
ベトナム語,122,6,防ぐ,Phòng ngừa
ベトナム語,123,7,火,Lửa
ベトナム語,124,8,煙,Khói
ベトナム語,125,9,消火,Chữa cháy
ベトナム語,126,10,消火器,Bình chữa cháy
ベトナム語,127,11,非常ベル,Chuông khẩn cấp
ベトナム語,128,12,火災報知機,Thiết bị báo cháy
ベトナム語,129,13,逃げる,Trốn chạy
ベトナム語,130,14,現場,Hiện trường
ベトナム語,131,15,作業,Thao tác
ベトナム語,132,16,ミーティング,Cuộc họp
ベトナム語,133,17,研修（する）,(động từ) Đào tạo
ベトナム語,135,18,実習（する）,(động từ) Thực tập
ベトナム語,136,19,あいさつ,Chào hỏi
ベトナム語,137,20,確認（する）,"(động từ) Kiểm tra, xác nhận"
ベトナム語,138,21,報告（する）,(động từ) Báo cáo
ベトナム語,139,22,連絡（する）,(động từ) Liên lạc
ベトナム語,140,23,相談（する）,(động từ) Thảo luận
ベトナム語,141,24,渡す,Đưa
ベトナム語,142,25,申請書,Đơn xin
ベトナム語,143,26,寝坊（する）,(động từ) Ngủ quên
ベトナム語,147,1,技能,
ベトナム語,148,2,技能検定試験,
ベトナム語,149,3,受検（する）,
ベトナム語,151,4,資格,
ベトナム語,152,5,手当,
ベトナム語,153,6,社員,
ベトナム語,154,7,部長,
ベトナム語,155,8,課長,
ベトナム語,156,9,更衣室,
ベトナム語,157,10,台車,
ベトナム語,158,11,床,
ベトナム語,159,12,出口,
ベトナム語,160,13,電気,
ベトナム語,161,14,警報音,
ベトナム語,162,15,コンセント,
ベトナム語,163,16,作業場,
ベトナム語,164,17,作業台,
ベトナム語,165,18,工事現場,
ベトナム語,166,19,職長,
ベトナム語,167,20,作業責任者,
ベトナム語,169,1,禁止,Cấm
ベトナム語,170,2,表示板,Biển báo
ベトナム語,171,3,禁止事項,Những điều bị cấm
ベトナム語,172,4,避難訓練,"Huấn luyện lánh nạn
/sơ tán"
ベトナム語,173,5,感電,(danh từ) Sự bị điện giật
ベトナム語,175,6,防止,(danh từ) Sự ngăn chặn
ベトナム語,177,7,予防,(danh từ) Sự phòng ngừa
ベトナム語,179,8,転倒,"(danh từ) Sự ngã, đổ"
ベトナム語,181,9,挟まる,"Kẹp, kẹp vào"
ベトナム語,182,10,足元,Dưới chân
ベトナム語,183,11,不安定,"(danh từ) Sự không ổn đ ịnh, không vững"
ベトナム語,185,12,後片付け,Dọn dẹp
ベトナム語,187,13,救急箱,Hộp sơ cứu
ベトナム語,188,14,絆創膏,Băng dán vết thương
ベトナム語,189,15,体調,Thể trạng
ベトナム語,190,16,血,Máu
ベトナム語,191,17,熱中症,"Sốc nhiệt, say nắng"
ベトナム語,192,18,吐き気,"Buồn nôn, buồn ói"
ベトナム語,193,19,嘔吐,"(danh từ) Sự nôn, ói"
ベトナム語,195,20,足がつる,Chân bị chuột rút
ベトナム語,196,21,気分が悪い,"Không khỏe, khó ở"
ベトナム語,197,22,寝不足,Thiếu ngủ
ベトナム語,198,23,安全ネット,Lưới an toàn
ベトナム語,199,24,安全点検,Kiểm tra an toàn
ベトナム語,201,1,KY活動（危険予知活動）,Hoạt động KY (Hoạt động dự báo nguy hiểm)
ベトナム語,202,2,危険,Nguy hiểm
ベトナム語,203,3,ぶつかる,"Va, đụng phải"
ベトナム語,204,4,当たる,"Đụng, trúng"
ベトナム語,205,5,下敷きになる,Bị đè/cán lên
ベトナム語,206,6,打つ,"Đập, nện"
ベトナム語,207,7,バランスを崩す,Mất thăng bằng
ベトナム語,208,8,倒れる,"Đổ, sập, ngã nằm xuống"
ベトナム語,209,9,転落,"(danh từ) Sự rơi, ngã xuống"
ベトナム語,211,10,指差呼称,Chỉ tay gọi tên
ベトナム語,212,11,ヒヤリハット,Sự cố (tiềm ẩn nguy cơ nhưng chưa gây ra thiệt hại).
ベトナム語,213,12,原因,Nguyên nhân
ベトナム語,214,13,対策,"Giải pháp, biện pháp"
ベトナム語,215,14,落下,(danh từ) Sự rơi xuống
ベトナム語,218,15,墜落,(danh từ) Sự rơi (từ trên cao) xuống
ベトナム語,220,16,確認,"(danh từ) Sự kiểm tra, xác nhận"
ベトナム語,225,1,作業着,Trang phục lao động
ベトナム語,228,2,作業服,Trang phục lao động
ベトナム語,229,3,作業靴,Giày lao động
ベトナム語,230,4,手袋,Găng tay
ベトナム語,233,5,帽子,Mũ
ベトナム語,234,6,保護帽（ヘルメット）,Mũ bảo hộ
ベトナム語,236,7,保護具,Dụng cụ bảo hộ
ベトナム語,238,8,あごひも,Quai mũ
ベトナム語,239,9,ボタン,"Nút, khuy"
